december_source_serial,december_name,december_district,december_sector,december_cell,current_registry_entry_key,current_source_serial,current_name,current_district,current_sector_cell_raw,registry_match_score,registry_match_margin,name_score,district_match,sector_match,cell_match,professional_registration_match,phone_number,phone_source,phone_evidence_url,phone_evidence_reference,google_maps_url,maps_url_source,browser_match_status
631,VITAL WELL PHARMACY REBERO Ltd,KICUKIRO,KIGARAMA,KIGARAMA,retail-2026-05-633,633,VITAL WELL PHARMACY REBERO Ltd,KICUKIRO,KIGARAMA KIGARAMA,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
632,VITALIS PHARMACY Ltd,GASABO,NDERA,MASORO,retail-2026-05-634,634,VITALIS PHARMACY Ltd,GASABO,NDERA MASORO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
633,PHARMACIE IRAMIRO Ltd,NYARUGENGE,NYARUGENGE,RWAMPARA,retail-2026-05-635,635,PHARMACIE IRAMIRO Ltd,NYARUGENGE,NYARUGENGE RWAMPARA,1.000,0.353,1.000,true,true,true,true,+250788869519,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
634,APOTHECARY PHARMACY(APOPHAR) Ltd,GASABO,RUSORORO,KABUGA,retail-2026-05-636,636,APOTHECARY PHARMACY(APOPHAR) Ltd,GASABO,RUSORORO KABUGA,1.000,0.435,1.000,true,true,true,true,,,,,,,local_evidence_only
635,BONA CURATION FARMACIA COMPANY Ltd,KAMONYI,RUNDA,RUNDA,retail-2026-05-637,637,BONA CURATION FARMACIA COMPANY Ltd,KAMONYI,RUNDA RUNDA,1.000,0.484,1.000,true,true,true,true,,,,,,,local_evidence_only
636,ELIOT PHARMACY Ltd,NYAGATARE,NYAGATARE,NYAGATARE,retail-2026-05-638,638,ELIOT PHARMACY Ltd,NYAGATARE,NYAGATARE NYAGATARE,1.000,0.293,1.000,true,true,true,true,+250784027856,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
637,LUCE PHARMACY Ltd,BUGESERA,RUHUHA,RUHUHA,retail-2026-05-639,639,LUCE PHARMACY Ltd,BUGESERA,RUHUHA RUHUHA,1.000,0.447,1.000,true,true,true,true,+250788267487,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
638,MEMIA’S PHARMACY Ltd,KICUKIRO,NIBOYE,GATARE,retail-2026-05-640,640,MEMIA’S PHARMACY Ltd,KICUKIRO,NIBOYE GATARE,1.000,0.040,1.000,true,true,true,true,,,,,,,local_evidence_only
639,PHARMACY ANGE DIVINE Ltd,GAKENKE,GAKENKE,RUSAGARA,retail-2026-05-641,641,PHARMACI ANGE DIVINE Ltd,GAKENKE,GAKENKE RUSAGARA,0.927,0.220,0.930,true,true,true,false,,,,,,,local_evidence_only
640,BELLE VIE PHARMACY Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-642,642,BELLE VIE PHARMACY Ltd,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.100,1.000,true,true,true,true,+250788890078,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
641,XAVINA PHARMACY Ltd,NYARUGENGE,RWEZAMENY O,RWEZAMENYO II,retail-2026-05-643,643,XAVINA PHARMACY Ltd,NYARUGENGE,RWEZAMENYO RWEZAMENYO II,0.940,0.247,1.000,true,false,true,true,,,,,,,local_evidence_only
642,MUSANZE PHARMACY Ltd,MUSANZE,MUHOZA,MPENGE,retail-2026-05-644,644,MUSANZE PHARMACY Ltd,MUSANZE,MUHOZA MPENGE,1.000,0.073,1.000,true,true,true,true,+250788307358,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
643,TH EDDY PHARMACY Ltd,KAMONYI,RUGARIKA,KIGESE,retail-2026-05-645,645,TH EDDY PHARMACY Ltd,KAMONYI,RUGARIKA KIGESE,1.000,0.534,1.000,true,true,true,true,,,,,,,local_evidence_only
644,GALENA PHARMACY Ltd,KICUKIRO,KANOMBE,BUSANZA,retail-2026-05-16,16,GALENA PHARMACY Limited,KICUKIRO,KANOMBE BUSANZA,0.980,0.207,1.000,true,true,true,false,,,,,,,local_evidence_only
645,JO SALUD PHARMACY Ltd,MUSANZE,MUHOZA,KIGOMBE,retail-2026-05-646,646,JO SALUD PHARMACY Ltd,MUSANZE,MUHOZA KIGOMBE,1.000,0.442,1.000,true,true,true,true,+250784859253,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
646,TALENT PHARMACY Ltd,RUBAVU,GISENYI,MBUGANGARI,retail-2026-05-647,647,TALENT PHARMACY Ltd,RUBAVU,GISENYI MBUGANGARI,1.000,0.462,1.000,true,true,true,true,,,,,,,local_evidence_only
647,UNIKA PHARMACY Ltd,NYARUGENGE,KIGALI,NYABUGOGO,retail-2026-05-648,648,UNIKA PHARMACY Ltd,NYARUGENGE,KIGALI NYABUGOGO,1.000,0.293,1.000,true,true,true,true,+250788804376,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=13&cHash=30bc917df2ca0795451708f3ec4706f2,MMI pharmacy partner directory page 13,,,phone_from_public_evidence
648,ASHER PHARMACY Ltd,NGORORERO,NGORORERO,RUSUSA,retail-2026-05-649,649,ASHER PHARMACY Ltd,NGORORERO,NGORORERO RUSUSA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
649,VINE KACYIRU 2,GASABO,KACYIRU,KAMATAMU,retail-2026-05-650,650,VINE KACYIRU 2,GASABO,KACYIRU KAMATAMU,1.000,0.074,1.000,true,true,true,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
650,PHARMA-LIFE LTD,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-651,651,PHARMA -LIFE LTD,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.073,1.000,true,true,true,true,,,,,,,local_evidence_only
651,ALCRESTA PHARMACY Ltd,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-652,652,ALCRESTA PHARMACY Ltd,BUGESERA,NYAMATA NYAMATA,1.000,0.454,1.000,true,true,true,true,+250788805085,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
652,GOODLIFE HEALTH AND BEAUTY RUBAVU,RUBAVU,GISENYI,BUGOYI,retail-2026-05-653,653,GOODLIFE HEALTH AND BEAUTY RUBAVU,RUBAVU,GISENYI BUGOYI,1.000,0.293,1.000,true,true,true,true,+250791232266,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
653,ZIA PHARMACY Ltd,KICUKIRO,NYARUGUNGA,RWIMBOGO,retail-2026-05-654,654,ZIA PHARMACY Ltd,KICUKIRO,NYARUGUNGA RWIMBOGO,0.980,0.190,1.000,true,true,true,false,,,,,,,local_evidence_only
654,RWARUBUKIRA PHARMACY Ltd,KAMONYI,KAMONYI,RUNDA,retail-2026-05-655,655,RWARUBUKIRA PHARMACY Ltd,KAMONYI,KAMONYI RUNDA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
655,SALAMA PHARMACY Ltd,GASABO,REMERA,RUKIRI II,retail-2026-05-656,656,SALAMA PHARMACY Ltd,GASABO,REMERA RUKIRI II,1.000,0.073,1.000,true,true,true,true,+250785866839,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
656,AVANA PHARMACY Ltd,RWAMAGANA,NYAKALIRO,GISHARI,retail-2026-05-657,657,AVANA PHARMACY Ltd,RWAMAGANA,NYAKALIRO GISHARI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
657,GAMILLA PHARMACY Ltd,GASABO,GISOZI,RUHANGO,retail-2026-05-658,658,GAMILLA PHARMACY Ltd,GASABO,GISOZI RUHANGO,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
658,AVIL PHARMACY Ltd,MUSANZE,CYUVE,RWEBEYA,retail-2026-05-659,659,AVIL PHARMACY Ltd,MUSANZE,CYUVE RWEBEYA,1.000,0.293,1.000,true,true,true,true,+250784141776,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
659,WELLCARE PHARMACY Ltd,KICUKIRO,KIGARAMA,KANSEREGE,retail-2026-05-660,660,WELLCARE PHARMACY Ltd,KICUKIRO,KIGARAMA KANSEREGE,1.000,0.409,1.000,true,true,true,true,,,,,,,local_evidence_only
660,PACH PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-661,661,PACH PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
661,PHARMACIE LE BON SAMARITAIN Ltd,HUYE,NGOMA,BUTARE,retail-2026-05-662,662,PHARMACIE LE BON SAMARITAIN Ltd,HUYE,NGOMA BUTARE,1.000,0.461,1.000,true,true,true,true,+250783509161,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
662,REMA PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-663,663,REMA PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.400,1.000,true,true,true,true,+250786859299,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
663,HIGH MAGNIFICAT PHARMACY Ltd,MUSANZE,MUHOZA,MPENGE,retail-2026-05-664,664,HIGH MAGNIFICAT PHARMACY Ltd,MUSANZE,MUHOZA MPENGE,1.000,0.093,1.000,true,true,true,true,+250788565308,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=4&cHash=af819f30de0cd834b0262e1cb00c9c11,MMI pharmacy partner directory page 4,,,phone_from_public_evidence
664,MEDNOW PHARMACY Limited,RWAMAGANA,MUNYIGINYA,CYIMBAZI,retail-2026-05-665,665,MEDNOW PHARMACY Limited,RWAMAGANA,MUNYIGINYA CYIMBAZI,1.000,0.493,1.000,true,true,true,true,+250788296788,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rwamagana_JULY-AUGUST-SEPTEMBER_2026.pdf,rwamagana July-September 2026 duty roster,,,phone_from_public_evidence
665,MOONPHARMA Ltd,KAMONYI,RUNDA,MUGANZA,retail-2026-05-666,666,MOONPHARMA Ltd,KAMONYI,RUNDA MUGANZA,1.000,0.293,1.000,true,true,true,true,+250786555471,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kamonyi_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kamonyi July-September 2026 duty roster,,,phone_from_public_evidence
666,PHARMACIE TRESOR,NYARUGENGE,MUHIMA,KABASENGERE ZI,retail-2026-05-667,667,PHARMACIE TRESOR,NYARUGENGE,MUHIMA KABASENGEREZI,0.980,0.427,1.000,true,true,false,true,+250788505646,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
667,PHARMALIGHT Ltd,KAMONYI,MUGINA,MBATI,retail-2026-05-668,668,PHARMALIGHT Ltd,KAMONYI,MUGINA MBATI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
668,ENOPHAR PHARMACY Ltd,KIREHE,NYAMUGARI,NYAMUGARI,retail-2026-05-669,669,ENOPHAR PHARMACY Ltd,KIREHE,NYAMUGARI NYAMUGARI,0.980,0.280,1.000,true,true,true,false,,,,,,,local_evidence_only
669,FARUMASI DELIKA Ltd,NGOMA,REMERA,BUGESERA,retail-2026-05-670,670,FARUMASI DELIKA Ltd,NGOMA,REMERA BUGESERA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
670,GREEN BOW PHARMACY Ltd,RUSIZI,MUGANZA,GAKONI,retail-2026-05-671,671,GREEN BOW PHARMACY Ltd,RUSIZI,MUGANZA GAKONI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
671,HIGH MAGNIFICAT PHARMACY-GOICO BRANCH,MUSANZE,MUHOZA,KIGOMBE,retail-2026-05-672,672,HIGH MAGNIFICAT PHARMACY -GOICO BRANCH,MUSANZE,MUHOZA KIGOMBE,1.000,0.093,1.000,true,true,true,true,+250788565308,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
672,IRIZA PHARMACY Ltd,KICUKIRO,MASAKA,GAKO,retail-2026-05-673,673,IRIZA PHARMACY Ltd,KICUKIRO,MASAKA GAKO,1.000,0.344,1.000,true,true,true,true,,,,,,,local_evidence_only
673,KUMAR PHARMACY Ltd,RUSIZI,KAMEMBE,KAMASHANGI,retail-2026-05-674,674,KUMAR PHARMACY Ltd,RUSIZI,KAMEMBE KAMASHANGI,1.000,0.449,1.000,true,true,true,true,,,,,,,local_evidence_only
674,MEDICARE PHARMACY Ltd,KIREHE,NASHO,RUGOMA,retail-2026-05-675,675,MEDICARE PHARMACY Ltd,KIREHE,NASHO RUGOMA,1.000,0.409,1.000,true,true,true,true,,,,,,,local_evidence_only
675,MEDIASOL PHARMACY Ltd/REMERA BRANCH,GASABO,REMERA,RUKIRI II,retail-2026-05-328,328,MEDIASOL PHARMACY Ltd/REMERA BRANCH,GASABO,REMERA RUKIRI II,1.000,0.000,1.000,true,true,true,true,,,,,,,local_evidence_only
676,PHARMACIE IDEALE,GASABO,KIMIRONKO,BIBARE,retail-2026-05-677,677,PHARMACIE IDEALE,GASABO,KIMIRONKO BIBARE,1.000,0.307,1.000,true,true,true,true,,,,,,,local_evidence_only
677,SAINT AUGUSTIN PHARMACY Ltd,MUSANZE,MUHOZA,RUHENGERI,retail-2026-05-678,678,SAINT AUGUSTIN PHARMACY Ltd,MUSANZE,MUHOZA RUHENGERI,1.000,0.293,1.000,true,true,true,true,+250785728301,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
678,TRUPHAR LIVES PHARMACY Ltd,RUBAVU,KAMEMBE,KAMASHANGI,retail-2026-05-679,679,TRUPHAR LIVES PHARMACY Ltd,RUBAVU,KAMEMBE KAMASHANGI,1.000,0.540,1.000,true,true,true,true,,,,,,,local_evidence_only
679,MED-EX Ltd,KICUKIRO,KANOMBE,RUBIRIZI,retail-2026-05-680,680,MED -EX Ltd,KICUKIRO,KANOMBE RUBIRIZI,1.000,0.420,1.000,true,true,true,true,,,,,,,local_evidence_only
680,VINE KACYIRU 3,GASABO,KACYIRU,KAMATAMU,retail-2026-05-681,681,VINE PHARMACY KACYIRU 3,GASABO,KACYIRU KAMATAMU,0.980,0.054,1.000,true,true,true,false,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
681,PHARMACIE TETA REMERA,GASABO,REMERA,RUKIRI I,retail-2026-05-682,682,PHARMACIE TETA REMERA,GASABO,REMERA RUKIRI I,1.000,0.073,1.000,true,true,true,true,+250789192226,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=9&cHash=c13b44e19ea49a4663bff3b1213f2c66,MMI pharmacy partner directory page 9,,,phone_from_public_evidence
682,MEDICENTRE PHARMACY Ltd,KICUKIRO,KICUKIRO,KICUKIRO,retail-2026-05-683,683,MEDICENTRE PHARMACY Ltd,KICUKIRO,KICUKIRO KICUKIRO,0.980,0.360,1.000,true,true,true,false,,,,,,,local_evidence_only
683,SAFETY PHARMACY Ltd,GASABO,GISOZI,RUHANGO,retail-2026-05-684,684,SAFETY PHARMACY Ltd,GASABO,GISOZI RUHANGO,1.000,0.455,1.000,true,true,true,true,,,,,,,local_evidence_only
684,STEP PHARMACY Ltd,GASABO,JABANA,KABUYE,retail-2026-05-685,685,STEP PHARMACY Ltd,GASABO,JABANA KABUYE,1.000,0.404,1.000,true,true,true,true,,,,,,,local_evidence_only
685,AZLISH PHARMACY Ltd,KICUKIRO,NIBOYE,NIBOYE,retail-2026-05-686,686,AZLISH PHARMACY Ltd,KICUKIRO,NIBOYE NIBOYE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
686,EZER PHARMACY Ltd,KICUKIRO,KANOMBE,BUSANZA,retail-2026-05-687,687,EZER PHARMACY Ltd,KICUKIRO,KANOMBE BUSANZA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
687,HERITAGE PHARMACY Ltd,NYARUGENGE,NYAMIRAMBO,RUGARAMA,retail-2026-05-688,688,HERITAGE PHARMACY Ltd,NYARUGENGE,NYAMIRAMBO RUGARAMA,0.980,0.273,1.000,true,true,true,false,,,,,,,local_evidence_only
688,MONOPHAR PHARMACY Ltd,KICUKIRO,GAHANGA,KAREMBURE,retail-2026-05-689,689,MONOPHAR PHARMACY Ltd,KICUKIRO,GAHANGA KAREMBURE,1.000,0.290,1.000,true,true,true,true,,,,,,,local_evidence_only
689,OCTAVIA PHARMACY Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-690,690,OCTAVIA PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,0.980,0.456,1.000,true,true,true,false,,,,,,,local_evidence_only
690,BYANGABO PHARMACY Ltd,MUSANZE,BUSOGO,BYANGABO,retail-2026-05-691,691,BYANGABO PHARMACY Ltd,MUSANZE,BUSOGO BYANGABO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
691,F&M EL DORADO PHARMACY Ltd,NYARUGENGE,NYAKABANDA,MUNANIRA I,retail-2026-05-692,692,F&M EL DORADO PHARMACY Ltd,NYARUGENGE,NYAKABANDA MUNANIRA I,1.000,0.293,1.000,true,true,true,true,+250788687992,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
692,DENA PHARMACY Ltd,GASABO,REMERA,RUKIRI I,retail-2026-05-693,693,DENA PHARMACY Ltd,GASABO,REMERA RUKIRI I,1.000,0.400,1.000,true,true,true,true,,,,,,,local_evidence_only
693,PHARMACIE MA COLLINE Ltd,RWAMAGANA,MUYUMBU,AKINYAMBO,retail-2026-05-694,694,PHARMACIE MA COLLINE Ltd,RWAMAGANA,MUYUMBU AKINYAMBO,1.000,0.480,1.000,true,true,true,true,,,,,,,local_evidence_only
694,LOYAL PHARMACY Ltd,KICUKIRO,KANOMBE,KARAMA,retail-2026-05-695,695,LOYAL PHARMACY Ltd,KICUKIRO,KANOMBE KARAMA,0.980,0.384,1.000,true,true,true,false,,,,,,,local_evidence_only
695,PHARMAGY PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-696,696,PHARMAGY PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.293,1.000,true,true,true,true,+250788437737,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
696,MALON PHARMACY Ltd,NYAMASHEKE,KIRIMBI,KARENGERA,retail-2026-05-697,697,MALON PHARMACY Ltd,NYAMASHEKE,KIRIMBI KARENGERA,0.980,0.427,1.000,true,true,true,false,,,,,,,local_evidence_only
697,INEPHAR PHARMACY Ltd,GASABO,KACYIRU,KAMUTWA,retail-2026-05-698,698,INEPHAR PHARMACY Ltd,GASABO,KACYIRU KAMUTWA,1.000,0.275,1.000,true,true,true,true,+250788461374,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
698,LADOUCE PHARMACY Ltd,KICUKIRO,NYARUGUNGA,KAMASHASHI,retail-2026-05-699,699,LADOUCE PHARMACY Ltd,KICUKIRO,NYARUGUNGA KAMASHASHI,1.000,0.375,1.000,true,true,true,true,+250788415090,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
699,MERCY PHARMACY Ltd,KICUKIRO,KIGARAMA,RWAMPARA,retail-2026-05-700,700,MERCY PHARMACY Ltd,KICUKIRO,KIGARAMA RWAMPARA,1.000,0.493,1.000,true,true,true,true,+250788724064,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
701,LOUISE PHARMACY,GASABO,BUMBOGO,NYABIKENKE,retail-2026-05-702,702,LOUISE PHARMACY,GASABO,BUMBOGO NYABIKENKE,0.980,0.425,1.000,true,true,true,false,,,,,,,local_evidence_only
702,MIRROR PHRAMACY Ltd,GASABO,REMERA,RUKIRI II,retail-2026-05-703,703,MIRROR PHRAMACY Ltd,GASABO,REMERA RUKIRI II,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
703,IMELA PHARMACY Ltd,BUGESERA,MAYANGE,GAKAMBA,retail-2026-05-704,704,IMELA PHARMACY Ltd,BUGESERA,MAYANGE GAKAMBA,1.000,0.404,1.000,true,true,true,true,+250785379786,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
704,MANZI&SANO PHARMACY Limited,NYAGATARE,NYAGATARE,NYAGATARE,retail-2026-05-705,705,MANZI&SANO PHARMACY Limited,NYAGATARE,NYAGATARE NYAGATARE,1.000,0.563,1.000,true,true,true,true,,,,,,,local_evidence_only
706,BGK PHARMACY Ltd,MUSANZE,MUHOZA,KIGOMBE,retail-2026-05-706,706,BGK PHARMACY Ltd,MUSANZE,MUHOZA KIGOMBE,1.000,0.293,1.000,true,true,true,true,+250788302354,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
707,VINE KACYIRU I,GASABO,KACYIRU,KAMUGISHA,retail-2026-05-707,707,VINE KACYIRU I,GASABO,KACYIRU KAMUGISHA,1.000,0.094,1.000,true,true,true,true,+250788523498,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
708,LIFELINE PHARMACY Ltd,GASABO,GISOZI,MUSEZERO,retail-2026-05-708,708,LIFELINE PHARMACY Ltd,GASABO,GISOZI MUSEZERO,0.980,0.273,1.000,true,true,true,false,+250788000080,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
